,Unnamed: 0.1,school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,Unnamed: 0
623,228,"GP;""F"";17;""R"";""LE3"";""T"";4;4;""services"";""other"";""other"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;2;1;1;2;3;6;""12"";""11"";11",228.0
624,229,"GP;""F"";17;""U"";""LE3"";""T"";3;2;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;1;3;1;2;""14"";""16"";15",229.0
625,230,"GP;""F"";17;""U"";""GT3"";""T"";4;3;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;4;5;2;4;1;16;""11"";""9"";10",230.0
626,231,"GP;""M"";18;""U"";""LE3"";""T"";3;3;""services"";""health"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;2;4;2;4;4;10;""10"";""10"";10",231.0
627,232,"GP;""F"";17;""U"";""GT3"";""T"";2;3;""at_home"";""other"";""home"";""father"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;3;3;1;4;3;4;""12"";""13"";13",232.0
628,233,"GP;""F"";17;""U"";""GT3"";""T"";2;2;""at_home"";""at_home"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;4;0;""12"";""12"";13",233.0
629,234,"GP;""F"";17;""R"";""GT3"";""T"";2;1;""at_home"";""services"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;5;1;2;5;0;""11"";""10"";11",234.0
630,235,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;3;4;1;1;5;12;""12"";""12"";12",235.0
631,236,"GP;""F"";16;""U"";""GT3"";""T"";2;3;""services"";""teacher"";""other"";""mother"";1;2;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;3;1;1;1;3;0;""13"";""13"";14",236.0
632,237,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";2;2;3;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";3;3;3;5;5;4;9;""10"";""9"";10",237.0
633,238,"GP;""F"";16;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""home"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;2;1;1;5;4;""15"";""16"";16",238.0
634,239,"GP;""F"";18;""R"";""GT3"";""T"";3;1;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;1;1;4;4;""8"";""8"";8",239.0
635,240,"GP;""F"";17;""U"";""GT3"";""T"";3;2;""other"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;4;1;3;3;2;""17"";""18"";17",240.0
636,241,"GP;""M"";17;""U"";""LE3"";""T"";2;3;""services"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;3;3;1;3;3;0;""10"";""11"";11",241.0
637,242,"GP;""M"";18;""U"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";4;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;4;5;3;2;""9"";""10"";11",242.0
638,243,"GP;""F"";17;""U"";""GT3"";""A"";2;1;""other"";""other"";""course"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;2;3;1;2;3;0;""15"";""15"";16",243.0
639,244,"GP;""F"";17;""U"";""LE3"";""T"";4;3;""health"";""other"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;2;3;1;2;3;0;""14"";""12"";12",244.0
640,245,"GP;""M"";17;""R"";""GT3"";""T"";2;2;""other"";""other"";""course"";""father"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;2;1;1;1;0;""12"";""13"";13",245.0
641,246,"GP;""M"";17;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;5;5;1;3;2;0;""13"";""13"";13",246.0
642,247,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""health"";""other"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;4;2;4;1;0;""13"";""13"";14",247.0
643,248,"GP;""M"";16;""U"";""LE3"";""T"";1;1;""other"";""other"";""home"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;4;2;1;1;5;2;""9"";""9"";9",248.0
644,249,"GP;""M"";16;""U"";""GT3"";""T"";3;2;""at_home"";""other"";""reputation"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;1;3;2;0;""12"";""12"";12",249.0
645,250,"GP;""M"";17;""U"";""LE3"";""T"";2;2;""other"";""other"";""home"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;4;2;5;5;4;0;""16"";""16"";16",250.0
646,251,"GP;""F"";16;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;5;2;1;1;5;4;""9"";""10"";10",251.0
647,252,"GP;""F"";16;""U"";""GT3"";""A"";4;1;""other"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;1;2;5;0;""14"";""13"";13",252.0
648,253,"GP;""F"";18;""U"";""LE3"";""A"";2;4;""services"";""other"";""course"";""mother"";2;2;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;3;18;""10"";""10"";10",253.0
649,254,"GP;""F"";18;""U"";""LE3"";""T"";2;2;""at_home"";""services"";""course"";""mother"";1;2;1;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";5;3;1;1;1;5;16;""9"";""8"";10",254.0
650,255,"GP;""F"";18;""U"";""GT3"";""T"";3;3;""other"";""other"";""course"";""mother"";2;1;1;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";4;1;1;1;1;3;14;""8"";""7"";7",255.0
651,256,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""other"";""at_home"";""course"";""other"";1;1;1;""no"";""yes"";""no"";""yes"";""no"";""no"";""yes"";""yes"";4;4;3;2;2;1;26;""7"";""8"";8",256.0
652,257,"GP;""M"";17;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;2;1;1;2;5;6;""10"";""8"";9",257.0
653,258,"GP;""F"";17;""U"";""GT3"";""T"";3;2;""other"";""other"";""course"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";5;4;2;1;1;3;4;""14"";""14"";15",258.0
654,259,"GP;""F"";17;""U"";""LE3"";""T"";1;1;""at_home"";""at_home"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;2;4;10;""11"";""10"";10",259.0
655,260,"GP;""F"";16;""U"";""GT3"";""T"";1;2;""other"";""other"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";5;3;5;1;2;5;4;""12"";""11"";11",260.0
656,261,"GP;""F"";17;""R"";""GT3"";""T"";2;1;""at_home"";""services"";""course"";""mother"";3;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";2;1;1;1;1;3;2;""13"";""13"";13",261.0
657,262,"GP;""F"";17;""R"";""LE3"";""A"";1;4;""other"";""other"";""course"";""other"";4;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;5;4;1;1;5;14;""9"";""9"";8",262.0
658,263,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""other"";""services"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";5;5;4;3;5;2;16;""8"";""7"";8",263.0
659,264,"GP;""F"";17;""U"";""LE3"";""A"";2;2;""other"";""other"";""home"";""mother"";1;1;1;""no"";""yes"";""no"";""no"";""no"";""no"";""yes"";""no"";3;1;2;1;1;1;8;""11"";""9"";10",264.0
660,265,"GP;""F"";17;""R"";""LE3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;3;5;4;""15"";""14"";15",265.0
661,266,"GP;""F"";17;""U"";""LE3"";""A"";4;2;""teacher"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;3;2;1;1;4;4;""15"";""14"";14",266.0
662,267,"GP;""M"";17;""U"";""LE3"";""T"";4;3;""health"";""other"";""course"";""mother"";2;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";2;5;5;1;4;5;8;""15"";""15"";15",267.0
663,268,"GP;""M"";17;""R"";""LE3"";""A"";4;4;""teacher"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;3;2;3;4;0;""12"";""12"";12",268.0
664,269,"GP;""M"";16;""U"";""LE3"";""T"";4;3;""teacher"";""other"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;4;5;1;1;3;7;""14"";""14"";15",269.0
665,270,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""services"";""services"";""course"";""mother"";1;1;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;2;1;2;5;4;""14"";""15"";15",270.0
666,271,"GP;""F"";17;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";5;3;1;1;4;5;2;""11"";""11"";12",271.0
667,272,"GP;""M"";17;""R"";""GT3"";""T"";1;1;""other"";""other"";""home"";""father"";2;3;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";4;3;3;1;1;1;2;""13"";""14"";15",272.0
668,273,"GP;""F"";17;""U"";""GT3"";""T"";3;3;""services"";""other"";""home"";""mother"";2;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;2;2;3;5;10;""11"";""11"";11",273.0
669,274,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";1;2;0;""yes"";""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";4;3;2;1;1;4;10;""10"";""9"";10",274.0
670,275,"GP;""F"";18;""U"";""GT3"";""T"";2;1;""other"";""other"";""course"";""other"";2;3;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";4;4;4;1;1;3;10;""12"";""10"";11",275.0
671,276,"GP;""M"";16;""U"";""GT3"";""T"";2;1;""other"";""other"";""course"";""mother"";3;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;4;7;""15"";""16"";16",276.0
672,277,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""other"";""services"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;4;1;2;5;4;""11"";""10"";11",277.0
673,278,"GP;""M"";17;""U"";""GT3"";""T"";2;3;""other"";""other"";""course"";""father"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;2;2;1;1;2;2;""9"";""12"";13",278.0
674,279,"GP;""M"";22;""U"";""GT3"";""T"";3;1;""services"";""services"";""other"";""mother"";1;1;3;""no"";""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";5;4;5;5;5;1;12;""7"";""8"";5",279.0
675,280,"GP;""M"";18;""R"";""LE3"";""T"";3;3;""other"";""services"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;3;5;8;""10"";""9"";10",280.0
676,281,"GP;""M"";16;""U"";""GT3"";""T"";0;2;""other"";""other"";""other"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;3;2;2;4;5;0;""11"";""12"";11",281.0
677,282,"GP;""M"";18;""U"";""GT3"";""T"";3;2;""services"";""other"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";4;4;5;2;4;5;8;""7"";""8"";7",282.0
678,283,"GP;""M"";16;""U"";""GT3"";""T"";3;3;""at_home"";""other"";""reputation"";""other"";3;2;1;""yes"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;3;3;1;3;2;4;""9"";""11"";10",283.0
679,284,"GP;""M"";18;""U"";""GT3"";""T"";2;1;""services"";""services"";""other"";""mother"";1;1;2;""no"";""no"";""no"";""no"";""no"";""no"";""yes"";""no"";3;2;5;2;5;5;4;""7"";""8"";6",284.0
680,285,"GP;""M"";16;""R"";""GT3"";""T"";2;1;""other"";""other"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";""no"";3;3;2;1;3;3;2;""14"";""13"";12",285.0
681,286,"GP;""M"";17;""R"";""GT3"";""T"";2;1;""other"";""other"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;4;2;2;4;5;0;""12"";""12"";13",286.0
682,287,"GP;""M"";17;""U"";""LE3"";""T"";1;1;""health"";""other"";""course"";""mother"";2;1;1;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;1;2;5;0;""9"";""10"";10",287.0
683,288,"GP;""F"";18;""U"";""LE3"";""A"";2;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";4;3;4;1;3;5;2;""12"";""12"";13",288.0
684,289,"GP;""F"";17;""U"";""LE3"";""T"";4;2;""teacher"";""services"";""reputation"";""mother"";1;4;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;3;1;1;4;2;""14"";""15"";17",289.0
685,290,"GP;""F"";19;""U"";""GT3"";""T"";2;2;""services"";""services"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;5;0;""10"";""10"";11",290.0
686,291,"GP;""M"";18;""U"";""LE3"";""T"";2;1;""services"";""other"";""course"";""mother"";3;2;1;""no"";""no"";""no"";""yes"";""no"";""no"";""yes"";""no"";4;4;5;4;4;5;4;""11"";""10"";11",291.0
687,292,"GP;""F"";17;""R"";""GT3"";""T"";4;2;""other"";""other"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;4;1;3;5;2;""11"";""12"";14",292.0
688,293,"GP;""F"";18;""U"";""LE3"";""T"";1;1;""other"";""at_home"";""home"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""no"";""no"";4;4;3;2;3;3;4;""11"";""12"";14",293.0
689,294,"GP;""F"";18;""R"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";1;2;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;2;3;1;1;5;4;""11"";""11"";13",294.0
690,295,"GP;""M"";19;""U"";""LE3"";""A"";4;3;""services"";""at_home"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;1;1;1;1;4;""11"";""13"";14",295.0
691,296,"GP;""M"";18;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;2;4;1;2;4;2;""16"";""16"";16",296.0
692,297,"GP;""M"";17;""R"";""GT3"";""T"";2;2;""other"";""services"";""other"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""no"";""no"";""no"";""no"";5;2;2;1;1;4;0;""9"";""10"";10",297.0
693,298,"GP;""F"";17;""U"";""LE3"";""T"";2;2;""services"";""services"";""course"";""father"";1;4;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;4;1;1;1;2;2;""10"";""11"";12",298.0
694,299,"GP;""F"";20;""R"";""GT3"";""T"";2;1;""other"";""other"";""course"";""other"";2;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";1;2;3;1;2;2;8;""10"";""12"";12",299.0
695,300,"GP;""F"";18;""U"";""GT3"";""T"";4;3;""services"";""other"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;1;2;1;3;2;2;""15"";""15"";15",300.0
696,301,"GP;""M"";18;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;3;2;1;1;3;2;""10"";""10"";11",301.0
697,302,"GP;""M"";18;""R"";""GT3"";""T"";3;2;""other"";""other"";""course"";""mother"";1;3;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";""no"";5;3;2;1;1;3;2;""10"";""11"";12",302.0
698,303,"GP;""F"";17;""U"";""GT3"";""T"";3;3;""other"";""other"";""home"";""mother"";1;3;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";""no"";3;2;3;1;1;4;2;""15"";""12"";13",303.0
699,304,"GP;""F"";18;""U"";""GT3"";""T"";2;2;""at_home"";""services"";""home"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;1;3;0;""11"";""12"";13",304.0
700,305,"GP;""M"";17;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""father"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";4;4;4;2;3;4;8;""8"";""8"";9",305.0
701,306,"GP;""M"";18;""R"";""LE3"";""A"";3;4;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;5;3;4;1;6;""15"";""16"";16",306.0
702,307,"GP;""M"";17;""U"";""GT3"";""T"";3;1;""services"";""other"";""other"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;4;4;3;4;5;0;""11"";""11"";14",307.0
703,308,"GP;""F"";18;""R"";""GT3"";""T"";4;4;""teacher"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;4;2;2;4;8;""10"";""11"";12",308.0
704,309,"GP;""M"";18;""U"";""GT3"";""T"";4;2;""health"";""other"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;4;5;1;3;5;4;""10"";""12"";14",309.0
705,310,"GP;""F"";18;""R"";""GT3"";""T"";2;1;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";4;3;5;1;2;3;12;""8"";""9"";10",310.0
706,311,"GP;""F"";19;""U"";""GT3"";""T"";3;3;""other"";""services"";""home"";""other"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;5;3;3;5;16;""11"";""12"";12",311.0
707,312,"GP;""F"";18;""U"";""GT3"";""T"";2;3;""other"";""services"";""reputation"";""father"";1;4;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;5;5;1;3;2;10;""16"";""16"";16",312.0
708,313,"GP;""F"";18;""U"";""LE3"";""T"";1;1;""other"";""other"";""home"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""no"";""no"";4;4;3;1;1;3;2;""13"";""13"";13",313.0
709,314,"GP;""M"";17;""R"";""GT3"";""T"";1;2;""at_home"";""at_home"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""no"";""yes"";3;5;2;2;2;1;2;""16"";""17"";18",314.0
710,315,"GP;""F"";18;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;5;1;2;1;8;""14"";""14"";15",315.0
711,316,"GP;""F"";17;""U"";""GT3"";""T"";2;4;""at_home"";""health"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;1;1;6;""15"";""16"";16",316.0
712,317,"GP;""F"";17;""U"";""LE3"";""T"";2;2;""services"";""other"";""course"";""mother"";2;2;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;4;2;3;5;6;""12"";""12"";12",317.0
713,318,"GP;""F"";18;""R"";""GT3"";""A"";3;2;""other"";""services"";""home"";""mother"";2;2;0;""no"";""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";4;1;1;1;1;5;15;""12"";""9"";10",318.0
714,319,"GP;""M"";18;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""home"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;2;4;1;4;3;6;""11"";""12"";12",319.0
715,320,"GP;""F"";18;""U"";""GT3"";""T"";4;4;""health"";""health"";""reputation"";""father"";1;2;1;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";2;4;4;1;1;4;2;""14"";""12"";13",320.0
716,321,"GP;""F"";17;""U"";""GT3"";""T"";2;2;""other"";""services"";""reputation"";""father"";3;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;1;1;8;""13"";""15"";15",321.0
717,322,"GP;""F"";19;""R"";""GT3"";""T"";3;2;""services"";""services"";""reputation"";""father"";1;2;1;""yes"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""no"";3;3;3;4;3;3;0;""9"";""8"";10",322.0
718,323,"GP;""M"";18;""U"";""LE3"";""T"";4;3;""teacher"";""services"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;3;1;2;1;0;""10"";""10"";10",323.0
719,324,"GP;""M"";18;""U"";""GT3"";""T"";1;2;""at_home"";""other"";""home"";""other"";2;1;0;""no"";""no"";""no"";""no"";""no"";""no"";""yes"";""no"";3;4;4;2;4;4;10;""10"";""10"";11",324.0
720,325,"GP;""M"";17;""U"";""LE3"";""A"";4;1;""services"";""other"";""home"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;5;4;2;4;5;22;""11"";""11"";10",325.0
721,326,"GP;""M"";17;""U"";""LE3"";""A"";3;2;""teacher"";""services"";""home"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;3;4;3;18;""13"";""13"";13",326.0
722,327,"GP;""F"";18;""R"";""LE3"";""T"";1;1;""at_home"";""other"";""reputation"";""mother"";2;4;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";5;2;2;1;1;3;2;""17"";""17"";18",327.0
723,328,"GP;""F"";18;""U"";""GT3"";""T"";1;1;""other"";""other"";""home"";""mother"";2;2;0;""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;4;1;1;4;0;""12"";""13"";13",328.0
724,329,"GP;""F"";17;""U"";""GT3"";""T"";2;2;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;4;5;1;2;5;12;""12"";""12"";14",329.0
725,330,"GP;""F"";18;""U"";""GT3"";""T"";2;1;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;1;1;1;5;10;""12"";""13"";14",330.0
726,331,"GP;""M"";17;""U"";""GT3"";""T"";1;1;""other"";""other"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;3;3;1;2;4;0;""12"";""12"";12",331.0
727,332,"GP;""F"";18;""U"";""GT3"";""T"";2;2;""at_home"";""at_home"";""other"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;2;0;""18"";""18"";18",332.0
728,333,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""services"";""teacher"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;3;0;""13"";""13"";14",333.0
729,334,"GP;""M"";18;""U"";""GT3"";""T"";2;1;""services"";""services"";""reputation"";""mother"";1;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;4;1;3;2;0;""14"";""15"";15",334.0
730,335,"GP;""M"";18;""U"";""LE3"";""A"";4;4;""teacher"";""teacher"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;3;1;1;2;0;""17"";""17"";17",335.0
731,336,"GP;""M"";18;""U"";""GT3"";""T"";4;2;""teacher"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;4;5;2;""15"";""16"";16",336.0
732,337,"GP;""F"";17;""U"";""GT3"";""T"";4;3;""health"";""services"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;2;2;1;2;3;0;""17"";""18"";18",337.0
733,338,"GP;""F"";17;""R"";""LE3"";""T"";3;1;""services"";""other"";""reputation"";""mother"";2;4;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;1;2;1;1;3;0;""18"";""19"";19",338.0
734,339,"GP;""M"";18;""R"";""LE3"";""T"";3;2;""services"";""other"";""reputation"";""mother"";2;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;2;1;1;4;0;""14"";""15"";15",339.0
735,340,"GP;""M"";17;""U"";""GT3"";""T"";3;3;""health"";""other"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;3;1;3;5;0;""14"";""15"";15",340.0
736,341,"GP;""F"";19;""U"";""GT3"";""T"";4;4;""health"";""other"";""reputation"";""other"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";2;3;4;2;3;2;2;""14"";""13"";13",341.0
737,342,"GP;""F"";18;""U"";""LE3"";""T"";4;3;""other"";""other"";""home"";""other"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;5;1;2;2;0;""13"";""14"";14",342.0
