,school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,Unnamed: 0
141,"GP;""F"";16;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";4;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;1;3;1;1;3;0;""14"";""13"";13",141.0
142,"GP;""M"";18;""U"";""LE3"";""T"";3;1;""services"";""services"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;3;4;4;5;4;2;""11"";""11"";12",142.0
143,"GP;""F"";18;""U"";""GT3"";""A"";3;2;""other"";""services"";""course"";""other"";1;3;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;3;5;1;5;10;""12"";""11"";11",143.0
144,"GP;""F"";16;""R"";""GT3"";""T"";1;1;""other"";""services"";""reputation"";""mother"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";3;3;3;1;2;1;8;""12"";""11"";11",144.0
145,"GP;""F"";16;""U"";""GT3"";""A"";3;3;""other"";""other"";""course"";""other"";2;1;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;2;1;1;5;4;""9"";""9"";10",145.0
146,"GP;""M"";16;""U"";""LE3"";""T"";1;1;""services"";""other"";""course"";""mother"";1;2;2;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;4;4;1;3;5;0;""10"";""10"";10",146.0
147,"GP;""F"";15;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;1;1;5;6;""13"";""14"";14",147.0
148,"GP;""F"";15;""R"";""GT3"";""T"";1;1;""other"";""other"";""course"";""mother"";3;1;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;5;5;1;1;1;2;""8"";""9"";9",148.0
149,"GP;""M"";15;""U"";""GT3"";""T"";4;3;""teacher"";""services"";""course"";""father"";2;4;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;2;2;1;1;3;6;""9"";""11"";11",149.0
150,"GP;""F"";15;""U"";""GT3"";""A"";3;3;""services"";""services"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";1;3;2;2;3;1;24;""9"";""8"";9",150.0
151,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""services"";""services"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;3;5;0;""15"";""13"";13",151.0
152,"GP;""M"";16;""U"";""LE3"";""T"";2;2;""services"";""services"";""reputation"";""father"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";2;3;3;2;2;2;4;""12"";""11"";11",152.0
153,"GP;""F"";15;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;2;1;1;5;2;""13"";""13"";13",153.0
154,"GP;""F"";16;""U"";""LE3"";""T"";1;1;""at_home"";""at_home"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;4;4;3;3;1;4;""10"";""11"";11",154.0
155,"GP;""M"";17;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;5;1;2;5;22;""9"";""7"";6",155.0
156,"GP;""F"";15;""U"";""GT3"";""T"";1;1;""other"";""services"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;2;1;2;5;0;""12"";""12"";12",156.0
157,"GP;""F"";15;""U"";""LE3"";""A"";2;1;""at_home"";""other"";""home"";""mother"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";4;4;2;1;1;5;0;""11"";""10"";10",157.0
158,"GP;""F"";15;""U"";""GT3"";""T"";3;2;""health"";""services"";""home"";""father"";1;2;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;2;1;1;3;2;""11"";""11"";11",158.0
159,"GP;""F"";15;""U"";""GT3"";""T"";1;2;""at_home"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;3;2;1;1;5;6;""13"";""12"";13",159.0
160,"GP;""F"";15;""U"";""GT3"";""T"";1;2;""at_home"";""services"";""course"";""father"";1;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";2;3;4;2;4;1;6;""11"";""11"";11",160.0
161,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";3;3;2;2;1;5;16;""9"";""9"";8",161.0
162,"GP;""M"";15;""U"";""LE3"";""A"";2;1;""services"";""other"";""course"";""mother"";4;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;5;5;2;5;5;0;""12"";""11"";11",162.0
163,"GP;""M"";18;""U"";""LE3"";""T"";1;1;""other"";""other"";""course"";""mother"";1;1;2;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";2;3;5;2;5;4;0;""11"";""9"";0",163.0
164,"GP;""M"";16;""U"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";1;1;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;4;4;3;5;5;6;""9"";""10"";10",164.0
165,"GP;""F"";15;""R"";""GT3"";""T"";3;3;""services"";""services"";""reputation"";""other"";2;3;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;1;2;3;3;2;""13"";""13"";13",165.0
166,"GP;""M"";19;""U"";""GT3"";""T"";3;2;""services"";""at_home"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";4;5;4;1;1;4;6;""11"";""9"";11",166.0
167,"GP;""F"";17;""U"";""GT3"";""T"";4;4;""other"";""teacher"";""course"";""mother"";1;1;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;2;1;1;1;4;0;""13"";""13"";13",167.0
168,"GP;""M"";15;""R"";""GT3"";""T"";2;3;""at_home"";""services"";""course"";""mother"";1;2;0;""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;1;1;1;0;""7"";""8"";8",168.0
169,"GP;""M"";17;""R"";""LE3"";""T"";1;2;""other"";""other"";""reputation"";""mother"";1;1;3;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";2;2;2;3;3;5;14;""9"";""8"";10",169.0
170,"GP;""F"";18;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";3;1;3;""no"";""yes"";""no"";""yes"";""no"";""yes"";""no"";""no"";5;2;5;1;5;4;6;""11"";""10"";11",170.0
171,"GP;""M"";16;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";3;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""no"";4;2;2;1;2;3;4;""12"";""10"";11",171.0
172,"GP;""M"";16;""U"";""GT3"";""T"";3;3;""other"";""services"";""course"";""father"";1;2;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;5;5;4;4;5;0;""10"";""10"";1",172.0
173,"GP;""M"";16;""U"";""LE3"";""T"";1;2;""health"";""services"";""course"";""mother"";2;1;2;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;4;5;3;5;5;0;""9"";""8"";10",173.0
174,"GP;""M"";17;""R"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";2;1;1;""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";3;3;2;2;2;5;8;""8"";""8"";9",174.0
175,"GP;""M"";17;""R"";""GT3"";""T"";3;2;""other"";""other"";""course"";""mother"";2;2;2;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;4;1;4;3;4;""7"";""6"";8",175.0
176,"GP;""M"";15;""U"";""LE3"";""T"";1;2;""other"";""other"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;2;4;5;2;""8"";""9"";10",176.0
177,"GP;""M"";16;""U"";""GT3"";""T"";1;3;""at_home"";""services"";""course"";""father"";1;1;1;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";5;3;3;1;4;2;2;""9"";""8"";8",177.0
178,"GP;""M"";17;""R"";""LE3"";""T"";1;1;""other"";""services"";""course"";""mother"";4;2;0;""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";""yes"";5;3;5;1;5;5;0;""8"";""8"";8",178.0
179,"GP;""M"";17;""U"";""GT3"";""T"";3;2;""services"";""services"";""course"";""mother"";2;1;3;""no"";""yes"";""no"";""yes"";""no"";""no"";""no"";""no"";4;5;2;1;1;2;10;""8"";""7"";8",179.0
180,"GP;""M"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""course"";""father"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";4;3;5;2;4;4;0;""9"";""10"";11",180.0
181,"GP;""F"";16;""U"";""GT3"";""T"";4;2;""health"";""services"";""home"";""father"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;1;3;0;""17"";""17"";18",181.0
182,"GP;""F"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;1;5;1;1;4;0;""12"";""12"";13",182.0
183,"GP;""F"";16;""U"";""GT3"";""T"";4;4;""health"";""health"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;2;1;1;3;0;""16"";""16"";17",183.0
184,"GP;""M"";16;""U"";""GT3"";""T"";3;4;""other"";""other"";""course"";""father"";3;1;1;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";3;4;5;2;4;2;4;""9"";""9"";10",184.0
185,"GP;""M"";16;""U"";""GT3"";""T"";1;0;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;1;3;0;""16"";""17"";18",185.0
186,"GP;""M"";17;""U"";""LE3"";""T"";4;4;""teacher"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;1;3;5;0;""11"";""9"";10",186.0
187,"GP;""F"";16;""U"";""GT3"";""T"";1;3;""at_home"";""services"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;5;1;1;3;0;""14"";""13"";13",187.0
188,"GP;""F"";16;""U"";""LE3"";""T"";3;3;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;5;1;1;4;0;""14"";""14"";15",188.0
189,"GP;""M"";17;""U"";""LE3"";""T"";4;3;""teacher"";""other"";""course"";""mother"";2;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;4;4;4;0;""10"";""11"";11",189.0
190,"GP;""F"";16;""U"";""GT3"";""T"";2;2;""services"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";3;4;4;1;4;5;0;""13"";""12"";14",190.0
191,"GP;""M"";17;""U"";""GT3"";""T"";3;3;""other"";""other"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;3;4;1;4;4;4;""11"";""9"";10",191.0
192,"GP;""M"";16;""R"";""GT3"";""T"";4;2;""teacher"";""services"";""other"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;3;3;4;3;8;""10"";""9"";11",192.0
193,"GP;""M"";17;""U"";""GT3"";""T"";4;3;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";5;2;3;1;1;2;4;""11"";""11"";13",193.0
194,"GP;""M"";16;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;4;3;2;3;3;4;""11"";""10"";11",194.0
195,"GP;""M"";16;""U"";""GT3"";""T"";3;3;""services"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;2;3;0;""11"";""12"";13",195.0
196,"GP;""F"";17;""U"";""GT3"";""T"";2;4;""services"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";5;4;2;2;3;5;0;""17"";""18"";17",196.0
197,"GP;""F"";17;""U"";""LE3"";""T"";3;3;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;2;3;1;32;""14"";""13"";14",197.0
198,"GP;""F"";16;""U"";""GT3"";""T"";3;2;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";1;2;2;1;2;1;8;""14"";""15"";16",198.0
199,"GP;""M"";17;""U"";""GT3"";""T"";3;3;""services"";""services"";""other"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;4;2;3;4;6;""11"";""13"";14",199.0
200,"GP;""M"";16;""U"";""GT3"";""T"";1;2;""services"";""services"";""other"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;3;3;1;2;3;0;""10"";""9"";11",200.0
201,"GP;""M"";16;""U"";""LE3"";""T"";2;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;2;5;0;""13"";""14"";16",201.0
202,"GP;""F"";17;""U"";""GT3"";""A"";3;3;""health"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";3;3;3;1;3;3;10;""12"";""13"";14",202.0
203,"GP;""M"";17;""R"";""GT3"";""T"";1;2;""at_home"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;1;3;1;5;3;6;""9"";""9"";10",203.0
204,"GP;""F"";16;""U"";""GT3"";""T"";2;3;""services"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;2;6;""12"";""12"";13",204.0
205,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""at_home"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;3;0;""12"";""11"";12",205.0
206,"GP;""M"";17;""U"";""GT3"";""T"";1;2;""at_home"";""services"";""other"";""other"";2;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;4;4;4;5;5;16;""10"";""11"";12",206.0
207,"GP;""M"";16;""R"";""GT3"";""T"";3;3;""services"";""services"";""reputation"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;3;4;5;0;""11"";""10"";10",207.0
208,"GP;""M"";16;""U"";""GT3"";""T"";2;3;""other"";""other"";""home"";""father"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;3;0;""13"";""12"";12",208.0
209,"GP;""F"";17;""U"";""LE3"";""T"";2;4;""services"";""services"";""course"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;1;5;8;""14"";""15"";16",209.0
210,"GP;""M"";17;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""home"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;2;3;1;2;5;4;""13"";""13"";14",210.0
211,"GP;""M"";16;""R"";""LE3"";""T"";3;3;""teacher"";""other"";""home"";""father"";3;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;3;4;3;5;3;16;""10"";""11"";12",211.0
212,"GP;""F"";17;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""home"";""mother"";2;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;2;4;2;3;2;30;""14"";""15"";16",212.0
213,"GP;""F"";16;""U"";""LE3"";""T"";4;4;""teacher"";""teacher"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;5;2;1;2;3;0;""11"";""10"";11",213.0
214,"GP;""F"";16;""U"";""GT3"";""T"";4;3;""health"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;5;1;5;2;2;""14"";""14"";15",214.0
215,"GP;""F"";16;""U"";""GT3"";""T"";2;3;""other"";""other"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;3;1;3;4;4;""11"";""12"";12",215.0
216,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""no"";""no"";4;4;4;1;3;1;0;""14"";""15"";15",216.0
217,"GP;""F"";17;""R"";""GT3"";""T"";2;2;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;2;1;2;3;21;""13"";""13"";13",217.0
218,"GP;""F"";16;""R"";""GT3"";""T"";2;2;""services"";""services"";""reputation"";""mother"";2;4;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;5;1;1;5;6;""13"";""13"";13",218.0
219,"GP;""F"";17;""U"";""GT3"";""T"";3;4;""at_home"";""services"";""home"";""mother"";1;3;1;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;3;3;4;5;14;""8"";""9"";8",219.0
220,"GP;""F"";16;""U"";""GT3"";""A"";3;1;""services"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;3;3;2;2;4;2;""11"";""11"";12",220.0
221,"GP;""F"";16;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""other"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";1;3;2;1;1;1;4;""14"";""15"";15",221.0
222,"GP;""F"";16;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""home"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;2;1;4;5;2;""12"";""13"";13",222.0
223,"GP;""F"";17;""R"";""GT3"";""T"";4;3;""teacher"";""other"";""reputation"";""mother"";2;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;2;1;1;4;0;""11"";""12"";12",223.0
224,"GP;""F"";19;""U"";""GT3"";""T"";3;3;""other"";""other"";""reputation"";""other"";1;4;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;3;4;""12"";""12"";12",224.0
225,"GP;""M"";17;""U"";""LE3"";""T"";4;4;""services"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;3;5;4;5;3;15;""13"";""12"";12",225.0
226,"GP;""F"";16;""U"";""GT3"";""A"";2;2;""other"";""other"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;4;1;1;4;0;""13"";""13"";13",226.0
227,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""services"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;2;4;5;10;""12"";""11"";11",227.0
228,"GP;""F"";17;""R"";""LE3"";""T"";4;4;""services"";""other"";""other"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;2;1;1;2;3;6;""12"";""11"";11",228.0
229,"GP;""F"";17;""U"";""LE3"";""T"";3;2;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;1;3;1;2;""14"";""16"";15",229.0
230,"GP;""F"";17;""U"";""GT3"";""T"";4;3;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;4;5;2;4;1;16;""11"";""9"";10",230.0
231,"GP;""M"";18;""U"";""LE3"";""T"";3;3;""services"";""health"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;2;4;2;4;4;10;""10"";""10"";10",231.0
232,"GP;""F"";17;""U"";""GT3"";""T"";2;3;""at_home"";""other"";""home"";""father"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;3;3;1;4;3;4;""12"";""13"";13",232.0
233,"GP;""F"";17;""U"";""GT3"";""T"";2;2;""at_home"";""at_home"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;4;0;""12"";""12"";13",233.0
234,"GP;""F"";17;""R"";""GT3"";""T"";2;1;""at_home"";""services"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;5;1;2;5;0;""11"";""10"";11",234.0
235,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;3;4;1;1;5;12;""12"";""12"";12",235.0
236,"GP;""F"";16;""U"";""GT3"";""T"";2;3;""services"";""teacher"";""other"";""mother"";1;2;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;3;1;1;1;3;0;""13"";""13"";14",236.0
237,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";2;2;3;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";3;3;3;5;5;4;9;""10"";""9"";10",237.0
238,"GP;""F"";16;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""home"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;2;1;1;5;4;""15"";""16"";16",238.0
239,"GP;""F"";18;""R"";""GT3"";""T"";3;1;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;1;1;4;4;""8"";""8"";8",239.0
240,"GP;""F"";17;""U"";""GT3"";""T"";3;2;""other"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;4;1;3;3;2;""17"";""18"";17",240.0
241,"GP;""M"";17;""U"";""LE3"";""T"";2;3;""services"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;3;3;1;3;3;0;""10"";""11"";11",241.0
242,"GP;""M"";18;""U"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";4;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;4;5;3;2;""9"";""10"";11",242.0
243,"GP;""F"";17;""U"";""GT3"";""A"";2;1;""other"";""other"";""course"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;2;3;1;2;3;0;""15"";""15"";16",243.0
244,"GP;""F"";17;""U"";""LE3"";""T"";4;3;""health"";""other"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;2;3;1;2;3;0;""14"";""12"";12",244.0
245,"GP;""M"";17;""R"";""GT3"";""T"";2;2;""other"";""other"";""course"";""father"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;2;1;1;1;0;""12"";""13"";13",245.0
246,"GP;""M"";17;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;5;5;1;3;2;0;""13"";""13"";13",246.0
247,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""health"";""other"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;4;2;4;1;0;""13"";""13"";14",247.0
248,"GP;""M"";16;""U"";""LE3"";""T"";1;1;""other"";""other"";""home"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;4;2;1;1;5;2;""9"";""9"";9",248.0
249,"GP;""M"";16;""U"";""GT3"";""T"";3;2;""at_home"";""other"";""reputation"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;1;3;2;0;""12"";""12"";12",249.0
250,"GP;""M"";17;""U"";""LE3"";""T"";2;2;""other"";""other"";""home"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;4;2;5;5;4;0;""16"";""16"";16",250.0
251,"GP;""F"";16;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;5;2;1;1;5;4;""9"";""10"";10",251.0
252,"GP;""F"";16;""U"";""GT3"";""A"";4;1;""other"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;1;2;5;0;""14"";""13"";13",252.0
253,"GP;""F"";18;""U"";""LE3"";""A"";2;4;""services"";""other"";""course"";""mother"";2;2;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;3;18;""10"";""10"";10",253.0
254,"GP;""F"";18;""U"";""LE3"";""T"";2;2;""at_home"";""services"";""course"";""mother"";1;2;1;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";5;3;1;1;1;5;16;""9"";""8"";10",254.0
255,"GP;""F"";18;""U"";""GT3"";""T"";3;3;""other"";""other"";""course"";""mother"";2;1;1;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";4;1;1;1;1;3;14;""8"";""7"";7",255.0
256,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""other"";""at_home"";""course"";""other"";1;1;1;""no"";""yes"";""no"";""yes"";""no"";""no"";""yes"";""yes"";4;4;3;2;2;1;26;""7"";""8"";8",256.0
257,"GP;""M"";17;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;2;1;1;2;5;6;""10"";""8"";9",257.0
